dt,passenger_ivr_entrance_count,driver_ivr_entrance_count,finish_ord_cnt,finish_dri_cnt,finish_pas_cnt,act_dri_cnt,act_pas_cnt,avg_strive_suc_assign_orders,sum_strive_suc_assign_orders,avg_finish_assign_count,sum_finish_assign_count,avg_finish_orders,sum_finish_orders,avg_charge_time_length,sum_charge_time_length,avg_server_time_length,sum_server_time_length,avg_wait_time_length,sum_wait_time_length,avg_dri_cancel_ord_cnt,sum_dri_cancel_ord_cnt,avg_pas_afterstrive_cancel_ord_cnt,sum_pas_afterstrive_cancel_ord_cnt,avg_gmv,sum_gmv,avg_charge_distance,sum_charge_distance,avg_real_order_arrive_time,sum_real_order_arrive_time,avg_subsidy_b,sum_subsidy_b,avg_subsidy_c,sum_subsidy_c
2018/9/11,39871,259251,15494404,1399653,11094409,1426895,11999123,2.959173611,16863925,2.702032142,15398511,2.718660722,15493275,2402.290924,13690326864,3087.054812,17592702446,173.0802544,986360658,0.022256194,126835,0.224405465,1278856,54.47006008,310417410,17.44611207,99423002.59,565.0380841,3220074631,0.816540279,18681739.37,0.722962904,16540769.49
2018/9/12,35899,173383,15470097,1388509,11066024,1413849,11945564,2.978873434,16824558,2.721601074,15371494,2.738853675,15468936,2411.657861,13620947131,3098.558343,17500533579,174.7879758,987195496,0.021746613,122824,0.225532405,1273798,54.82855555,309669488.6,17.63195455,99584574.04,565.2786119,3192670989,1.118387129,25203076.52,0.714896497,16110334.82
2018/9/13,35007,180786,15266152,1383954,10929927,1408681,11741765,2.957218103,16573581,2.70654587,15168701,2.723721864,15264963,2393.481321,13414146391,3070.637441,17209234009,174.3935633,977380006,0.021351248,119662,0.219520203,1230290,54.6595447,306336685.3,17.60621935,98673176.04,551.9386766,3093312716,0.768448204,17413972.27,0.682421433,15464500.85
2018/9/14,38673,175810,17194767,1433447,12496275,1460203,13942042,3.156262364,18994308,2.838659184,17082980,2.85692114,17192880,2624.12722,15791932004,3400.922102,20466664189,178.1733954,1072243039,0.024244036,145900,0.277532393,1670183,58.05807811,349392062.6,18.46931352,111147867,660.6783418,3975945744,0.806319003,19620457.83,0.715755139,17416733.91
2018/9/15,44133,289111,18551107,1411502,13423642,1438911,15173665,3.317103649,20583202,2.956797498,18347440,2.973413312,18450544,2667.009628,16549256137,3503.659967,21740816227,183.0740719,1136006288,0.025853107,160423,0.300234014,1863004,59.20357619,367368432.5,19.17767056,119000763.6,714.4097048,4433035811,0.700935242,18638015.99,0.615734087,16372499.3
2018/9/16,38473,186100,15457363,1250289,11342005,1271768,13070140,3.021141666,16994798,2.702378366,15201662,2.737455669,15398982,2354.36345,13243977169,3105.110746,17467148427,172.7366568,971693788,0.025292029,142275,0.267699443,1505887,53.65168819,301806305.1,17.92404582,100827955.7,624.6886164,3514054627,0.735601901,17566138.09,0.527424688,12594876.23
2018/9/17,42866,217957,16574761,1412662,11991697,1438718,13713173,3.038068391,18303001,2.711120927,16333289,2.737961263,16494990,2427.044576,14621856254,3174.556246,19125279183,170.9993573,1030194520,0.024730636,148991,0.272772814,1643334,55.27352571,332998229.8,17.66703949,106435998.1,637.8146893,3842547762,0.777734995,19471245.78,0.589558132,14760080.7
2018/9/18,42713,220572,17116188,1453663,12224668,1477529,13709002,3.047704778,18841362,2.724684042,16844400,2.754916091,17031299,2498.01574,15443103012,3251.379083,20100506695,171.9364921,1062936841,0.023866785,147548,0.270319475,1671155,56.32604135,348215923.9,17.78753124,109965150.7,637.8678393,3943393387,0.735473484,17708893.08,0.637807289,15357264.86
2018/9/19,43372,228251,17258371,1441499,12285230,1464356,13782321,2.960248343,18393509,2.647702375,16451504,2.763640858,17171888,2505.138394,15565682424,3267.25352,20301086283,172.1660571,1069754140,0.0237581,147621,0.270437669,1680365,56.5459368,351348291.4,17.83886123,110841800,648.7889707,4031251567,0.863883315,20825657.54,0.643211949,15505927.17
2018/9/20,44859,220179,17205138,1435938,12307675,1459123,13833985,3.035774932,18950145,2.711013739,16922896,2.742188106,17117495,2513.636964,15690815691,3274.20739,20438506210,169.3686489,1057245852,0.02366781,147741,0.272021455,1698033,56.78171943,354447164.4,17.86860449,111540761,650.1486371,4058407234,0.641222582,15531112.43,0.606709039,14695156.67
2018/9/21,52136,252910,19400389,1496871,14192492,1523604,17058480,3.235394642,21772420,2.831147518,19052060,2.866060634,19287006,2781.659583,18719033520,3636.485013,24471536795,174.7038022,1175660152,0.027804064,187106,0.339045788,2281591,60.65718722,408189387.2,18.90349952,127210117,761.4891235,5124401459,0.851043626,23134501.85,0.622393585,16918951.15
2018/9/22,45895,229499,19328367,1429419,14115112,1450170,16138620,3.339419907,21396388,2.960762372,18970247,3.000506148,19224894,2737.725148,17541199107,3594.747774,23032329048,188.6618933,1208797690,0.028350062,181645,0.316042207,2024951,61.87182385,396426201.6,19.99936025,128140241,723.7299467,4637094818,0.896032961,25964759.28,0.482292484,13975611.17
2018/9/23,44348,179382,18754435,1361633,13698211,1384727,15674854,3.373950283,20761819,2.996348945,18438225,3.031119689,18652189,2663.282435,16388678911,3522.726782,21677324708,191.1707077,1176381185,0.029970599,184426,0.309971425,1907429,62.28404542,383268859.7,20.38190648,125421365.9,723.7328358,4453536324,0.758947295,21438761.39,0.44838154,12665892.51
2018/9/24,48070,147977,16767352,1215139,12663642,1246939,17350788,3.309610954,18964736,2.874811896,16473250,2.912629941,16689955,2524.165088,14463973311,3399.01841,19477058691,178.9734641,1025553923,0.038628662,221350,0.350911425,2010793,62.82526105,360001373.7,20.75899764,118953229,786.551321,4507097166,0.952254269,26287306.66,0.469967916,12973625.98
2018/9/25,46505,225255,16882141,1418528,12366708,1444055,14356929,3.07682311,18644625,2.739378847,16599814,2.773513375,16806659,2430.169081,14726095581,3191.176367,19337571433,170.4742644,1033022900,0.025070218,151918,0.284226447,1722327,56.87139818,344623611.5,18.35359734,111217293.8,651.270222,3946502164,0.985229403,26705033.12,0.47713996,12933067.56
2018/9/26,39227,204283,16406404,1410619,11734217,1432676,12817385,2.981610756,17844353,2.696769635,16139635,2.727780513,16325229,2360.514615,14127214950,3067.095838,18355964370,170.7099457,1021665395,0.02200841,131716,0.238758068,1428920,55.23730252,330584373.8,17.80526354,106560994.6,585.0549064,3501438359,0.915770561,22377821.62,0.522203974,12760606.07
2018/9/27,39040,232753,16553075,1410801,11841815,1432229,13039579,2.995287212,18015751,2.705983791,16275678,2.738573451,16471695,2389.347372,14371205249,3105.473002,18678485358,171.9024907,1033941739,0.022594148,135897,0.242687456,1459692,55.71407718,335103404.3,17.87433627,107508752.5,595.8461195,3583835059,0.72585518,17065993.43,0.560240744,13172138.35
2018/9/28,38612,200276,16998879,1414371,12215067,1436342,13485498,3.030228014,18522496,2.732323121,16701530,2.76678143,16912159,2441.951642,14926612557,3172.10163,19389709119,172.493851,1054381601,0.022512444,137609,0.251830039,1539330,56.82814363,347366290,18.25321483,111574144.6,608.6305066,3720299619,0.701097497,16724090.47,0.575874816,13737008.85
2018/9/29,40217,219216,17157767,1434048,12452406,1457195,13890858,3.024738336,18725417,2.719088751,16833215,2.756575934,17065289,2485.132744,15384850444,3219.986343,19934149775,173.8315732,1076148855,0.022896719,141748,0.260137211,1610446,57.37271232,355180463.1,18.43856744,114148672,610.5980985,3780063842,0.741360712,18228887.07,0.547554661,13463502.88
2018/9/30,53278,223703,20307737,1520661,15131871,1549134,18443057,3.315119862,22754449,2.896961161,19884275,2.941141102,20187519,2810.704353,19292222154,3684.769869,25291667134,186.3135037,1278825893,0.030557972,209745,0.352978268,2422786,63.08526334,433007090.9,20.16654527,138419919.9,762.1767881,5231458763,0.983527588,27373043.15,0.564896039,15721901.28
2018/10/1,48230,198989,19660383,1356991,14478529,1378397,17327405,3.476408206,21851447,3.063416941,19255533,3.112237435,19562401,2740.709546,17227110809,3640.542669,22883136982,201.9342781,1269285974,0.034578346,217347,0.341866276,2148848,65.67794555,412827856,21.96517269,138065146.1,751.4199691,4723154663,1.017105987,31180819.17,0.384035792,11773159.08
2018/10/2,42723,201731,17633214,1269671,12818004,1290266,14950480,3.385641069,19486240,3.005946083,17300885,3.047582387,17540525,2612.782374,15038010045,3465.544253,19946127087,194.5987071,1120023367,0.03056717,175931,0.31482634,1812000,62.76087885,361223627.3,21.08835786,121375182.5,703.3532513,4048187619,0.986227551,27463007.2,0.364933421,10162126.53
2018/10/3,39935,169148,17068121,1232249,12400476,1252382,14461226,3.418630758,18847137,3.038746861,16752812,3.079669643,16978422,2621.197872,14450836867,3479.970211,19185305454,192.2201506,1059722377,0.029239447,161199,0.316952672,1747381,62.98978352,347266833.9,21.28232101,117330840.3,710.939285,3919455200,1.026095603,27488334.72,0.364021021,9751851.22
2018/10/4,36987,167986,16373406,1224950,11887372,1244506,13650727,3.344346283,17978209,2.989467422,16070486,3.029706818,16286801,2542.318645,13666747425,3365.320481,18090960039,187.5848189,1008400086,0.026846168,144317,0.298045911,1602206,61.02775965,328067049.6,20.72269128,111399013,675.6818637,3632264346,0.839352814,21136893.95,0.367334617,9250356.6
2018/10/5,34797,162531,16320892,1243251,11878057,1262928,13462110,3.314159119,17811577,2.980362973,16017627,3.020382414,16232707,2498.812969,13429590436,3297.561429,17722374571,188.7278315,1014296593,0.025595845,137562,0.280644233,1508291,59.69358086,320816464.6,20.29578973,109077448.8,650.3015713,3494972961,0.733020442,18650068.32,0.369894474,9411138.91
2018/10/6,34041,166256,16704592,1285923,12259624,1305686,13809223,3.295020094,18199971,2.967236947,16389468,3.007173198,16610055,2488.99536,13747911112,3282.301339,18129719233,190.1233428,1050142101,0.024986069,138010,0.275266236,1520427,59.00508692,325913299.5,19.99045517,110416839.3,645.2090762,3563798138,0.804258089,20023261.36,0.406703258,10125512.88
2018/10/7,36691,176199,17228801,1336813,12918802,1359347,14786577,3.269038936,18878811,2.92700978,16903581,2.9696123,17149612,2519.474321,14550049867,3325.477772,19204747200,191.7244129,1107215003,0.02597041,149980,0.290128335,1675501,59.47772751,343485898.6,20.06210519,115859339.6,665.3393992,3842357652,0.806303924,20944810.36,0.438202777,11382896.43
2018/10/8,41125,207665,15705074,1366683,11402995,1386354,12782388,2.979575221,17105500,2.686455949,15422726,2.722445483,15629339,2344.611005,13460221864,3061.116263,17573620514,168.6667788,968302315,0.021436812,123067,0.248714883,1427852,54.87877697,315054613.4,17.91446647,102845500.9,596.7381869,3425825595,0.93484933,24714327.54,0.415151978,10975246.64
2018/10/9,35906,223965,15752030,1375694,11328759,1396667,12542395,2.950040342,17148201,2.664999733,15491297,2.696639526,15675215,2332.953933,13561157928,3039.614782,17668885580,166.8142504,969669552,0.020967095,121879,0.24056688,1398384,54.14605276,314743965.7,17.46920503,101546217.9,588.9095822,3423254843,0.76059908,20865713.08,0.425169174,11663776.93
2018/10/10,34984,199902,16413515,1387526,11759229,1407814,13073701,3.039563725,17917371,2.740052874,16151839,2.771038411,16334490,2423.011443,14282969168,3165.170062,18657784937,170.5840235,1005544714,0.022014115,129767,0.252148449,1486344,55.64323236,328001163.4,17.80652045,104964416.6,623.0650431,3672792725,0.838523122,20077976.63,0.508837208,12183828.09
2018/10/11,35859,207817,15924743,1376918,11411164,1396547,12484903,2.96108272,17275534,2.684926712,15664386,2.716023376,15845810,2349.981903,13710252667,3049.236518,17789840447,166.8082424,973191814,0.020540794,119839,0.232643578,1357288,55.00402194,320904189.8,17.70279849,103281578.4,577.6214449,3369956146,0.787573174,17814184.56,0.522039384,11808053.21
2018/10/12,37644,195520,17797171,1425508,12924146,1446589,14585815,3.122852342,19541108,2.79572414,17494118,2.827678505,17694071,2528.751961,15823551601,3302.669208,20666303948,171.8967417,1075636126,0.023028851,144102,0.274410603,1717112,57.77666119,361534857.4,18.48353447,115659885.2,658.1861898,4118570464,0.724788629,18009897.92,0.549766707,13660868.66
2018/10/13,36184,167803,18564817,1388985,13454795,1407466,15148351,3.267206419,20343447,2.930235442,18245278,2.964885891,18461031,2579.317878,16060269791,3387.710362,21093771666,180.2946325,1122614806,0.024583409,153070,0.281092906,1750241,59.32258514,369375457.8,19.36600142,120583511.7,675.8570205,4208262262,0.657312117,17176919.67,0.481688184,12587504.52
2018/10/14,35963,162213,17877902,1345906,13037902,1366088,14658876,3.246541394,19573226,2.915755272,17578934,2.951969556,17797268,2534.160571,15278319774,3343.266199,20156374718,181.0770217,1091703767,0.024802507,149533,0.278684653,1680175,59.397553,358104698.9,19.52849121,117736238.5,674.4147273,4066010647,0.642314043,16927108.15,0.474001451,12491512.39
2018/10/15,38331,179973,16660761,1378886,12036854,1398600,13726922,3.037918968,18279204,2.723504595,16387368,2.755660739,16580852,2415.918048,14536615136,3172.940054,19091627897,166.2409191,1000274104,0.023262199,139969,0.263399709,1584880,55.79494699,335719032.9,17.78150624,106991589.7,647.8958831,3898399247,0.805783918,21074929.46,0.507045061,13261544.03
2018/10/16,36729,188515,16363810,1363878,11755161,1383009,13133362,3.002093274,17862485,2.705566545,16098148,2.736598426,16282788,2368.36428,14091791152,3094.289469,18411053286,162.4111874,966348189,0.021906518,130344,0.248737733,1479992,55.45702375,329969845.9,17.81093819,105975260.3,612.4381598,3644013175,0.637780132,15030818.2,0.523033416,12326536.67
2018/10/17,36768,178236,16540652,1352316,11872698,1371325,13285778,3.044888007,18071185,2.741263328,16269195,2.772979309,16457427,2421.19047,14369586272,3167.378491,18798156956,165.8945842,984572081,0.022476439,133396,0.254436028,1510059,56.40311972,334748341.7,18.03288738,107023852.2,630.99178,3744889521,0.789355807,18646369.69,0.495780816,11711464.32
2018/10/18,34470,198282,16382919,1360499,11762961,1379913,13041486,3.005314313,17834590,2.714509978,16108855,2.746694626,16299850,2388.452121,14173913231,3112.251762,18469194354,165.3483259,981235003,0.021634211,128385,0.243765493,1446590,55.83360258,331336195.3,17.92638314,106381449.7,606.6870637,3600293983,0.730462268,17124966.91,0.482315312,11307406.45
2018/10/19,39210,178282,18230270,1420379,13300189,1442548,15459466,3.165799997,20133801,2.815425149,17905493,2.8495532,18122540,2578.748838,16400283022,3381.356032,21504690610,169.2276856,1076251358,0.024456809,155540,0.290627212,1848326,58.66278938,373082610.7,18.70491544,118959203.3,695.3418541,4422223303,0.691336044,17923250.59,0.510608327,13237789.45
2018/10/20,37903,157755,18734602,1367136,13620526,1385567,15754804,3.330941673,20646319,2.967280449,18392222,3.005544546,18629396,2629.415496,16298019131,3469.776519,21506864996,177.0403401,1097356753,0.026097943,161764,0.299805609,1858298,60.52734771,375169262,19.70752407,122153993.9,715.8587037,4437137785,0.680495469,18091438.19,0.439337241,11680081.5
2018/10/21,37932,162197,17918447,1328726,13130627,1349605,15116880,3.267740075,19723187,2.917113382,17606900,2.955109467,17836234,2557.88514,15438696401,3385.382713,20433245845,176.6896361,1066450407,0.025992892,156886,0.289489899,1747282,59.77550447,360788626.3,19.58878185,118232539.5,703.5600873,4246496615,0.623092166,16750234.65,0.421444069,11329442.78
2018/10/22,47450,187141,16061078,1357220,11612098,1376557,13050838,2.973883874,17520619,2.679435131,15785876,2.713030006,15983800,2357.481057,13889085503,3078.825983,18138884805,163.3135164,962160602,0.022148372,130487,0.243474575,1434429,55.09948857,324618306.3,17.69775972,104266245.2,607.4576573,3578833143,0.761699591,19482983.69,0.431712348,11042469.68
2018/10/23,34934,188741,15781161,1341783,11311886,1361141,12398924,2.939259851,17112509,2.665864085,15520786,2.696905916,15701513,2320.962504,13512752785,3018.33525,17572889688,163.3465237,951011138,0.02102611,122415,0.226176463,1316810,54.5750818,317738691.3,17.61592013,102560715,577.1380135,3360124640,0.68096022,15521822.91,0.483733421,11026230.73
2018/10/24,41927,232986,15888271,1340892,11382434,1359639,12408425,2.958380511,17202675,2.68620505,15620003,2.718333913,15806829,2353.089869,13682972865,3051.391722,17743525521,165.7650237,963906373,0.021161341,123051,0.225706014,1312457,55.38859606,322078925.7,17.84728863,103780127.2,575.1633176,3344514875,0.833486795,18931638.19,0.485833769,11035122.8
2018/10/25,35145,184605,16114780,1343886,11573569,1363231,12730713,2.991428137,17522051,2.704122463,15839181,2.737065978,16032145,2359.523703,13820721326,3076.958967,18023040991,165.9127271,971820526,0.021392354,125304,0.239703146,1404042,55.63939476,325903303.6,17.92591554,104999616.2,596.7996804,3495706384,0.702115392,16206163.58,0.494592378,11416136.25
2018/10/26,39519,158309,18227268,1386344,13290357,1406925,15307903,3.20321232,20169052,2.843056183,17901326,2.877911376,18120792,2587.643998,16293121133,3399.833121,21407076443,169.1946849,1065335687,0.024461495,154022,0.300529913,1892289,59.20316878,372773225.9,18.91070735,119071420.1,702.4746013,4423136947,0.720305354,18502603.91,0.508069959,13050877.88
2018/10/27,38066,147907,18685994,1332347,13521006,1349607,15598676,3.33931583,20613994,2.971952266,18346215,3.009883011,18580366,2634.911555,16265622584,3479.030599,21476469891,176.3564564,1088669392,0.026165055,161520,0.303697045,1874758,60.67754434,374569701.8,19.76679949,122022805.5,719.0672838,4438887912,0.679613998,18275086.81,0.427033795,11483106.15
2018/10/28,38126,168033,17886795,1286809,13107746,1305729,15069115,3.300574001,19695875,2.945109511,17574673,2.983794307,17805521,2598.047451,15503611739,3437.245711,20511450994,176.5982479,1053833974,0.026005591,155186,0.295478155,1763239,60.87679236,363276718.6,20.03599022,119562948.4,712.349735,4250882220,0.689484257,18566474.14,0.413416215,11132497.06
2018/10/29,37965,210533,15763700,1308584,11380929,1325771,12620262,2.985136203,17126007,2.700394137,15492415,2.734300676,15686940,2366.286689,13575609163,3081.000949,17675992061,165.2586067,948104161,0.022130368,126964,0.236252709,1355404,55.6849135,319469583.1,18.00202698,103279321,595.2627487,3415078344,0.82305262,21308236.45,0.445173714,11525225.14
2018/10/30,36246,203381,15566012,1298821,11165218,1316705,12220411,2.963118145,16846263,2.693005807,15310589,2.724258423,15488270,2335.777013,13279630424,3035.284374,17256550818,164.6346226,935999854,0.021546208,122497,0.223102814,1268410,55.0466976,312957870.6,17.78925443,101137532.8,578.1767604,3287117587,0.69601997,15938467.54,0.517953517,11860845.49
2018/10/31,36519,183067,16102053,1305910,11576881,1323857,12774757,3.025000589,17466063,2.741949468,15831753,2.773167167,16012001,2394.937561,13828139565,3117.320186,17999107492,166.7521959,962811171,0.022262753,128543,0.232114181,1340205,56.35259648,325374482.2,18.14812541,104785533.9,600.9674007,3469928079,0.721634702,17252468.64,0.535518627,12802901.93
2018/11/1,37134,187760,16085702,1309577,11574870,1328289,12869419,3.011444078,17469625,2.725695513,15811975,2.759103436,16005777,2366.769768,13729818399,3091.906604,17936394471,165.4977276,960065392,0.023193444,134547,0.23509523,1363806,56.09828117,325430560.8,18.07503358,104854697.7,604.0145463,3503936100,0.706306589,17086633.5,0.455708679,11024287.9
2018/11/2,53700,300313,17328625,1356006,12791268,1382874,15328321,3.161801459,19347686,2.781793101,17022340,2.815468598,17228407,2508.092214,15347510353,3324.858954,20345466936,169.4672489,1037003481,0.027271062,166877,0.315507411,1930652,57.21115324,350086317.3,18.26331312,111756810.9,709.668991,4342604361,0.695600009,18519745.05,0.483015266,12859861.24
2018/11/3,41691,238348,18454017,1333369,13418462,1350832,15401669,3.306836719,20194541,2.964135849,18101699,3.005031844,18351447,2576.557627,15734795231,3396.3438,20741152333,179.9240401,1098779200,0.026344764,160885,0.281433839,1718690,59.55501675,363696889.1,19.55604985,119426958.2,686.8667201,4194630494,0.722680065,19535500.53,0.445789432,12050587.94
2018/11/4,38741,186061,17277890,1288318,12675622,1308419,14333921,3.248561268,18858824,2.925993814,16986228,2.962812162,17199969,2508.212017,14560885602,3309.286507,19211351318,179.272809,1040729749,0.026005786,150971,0.265613144,1541960,58.96504627,342308898.6,19.41951426,112735814.9,667.7262164,3876340988,0.692556261,18602590.97,0.398968041,10716586.78
2018/11/5,44551,202297,16054673,1331788,11635274,1352062,13246621,3.029696255,17533237,2.728341887,15789261,2.761404752,15980600,2363.259148,13676480821,3101.555065,17949093061,168.1532265,973124077,0.023544152,136253,0.249215198,1442240,54.66762487,316368487.9,17.63413997,102051007.5,621.1942791,3594930185,0.785660811,20465856.81,0.436123679,11360684.71
2018/11/6,38398,205973,16171163,1332366,11635033,1353098,13145612,3.041971176,17627718,2.746299376,15914349,2.777608297,16095779,2355.428531,13649317335,3094.280881,17930844056,171.9324666,996320103,0.023397392,135584,0.243642527,1411868,54.36027943,315008795.5,17.54006148,101641744.6,617.6955145,3579442969,0.682774957,17574330.38,0.445247199,11460469.22
2018/11/7,38704,206937,16368265,1335909,11783798,1355626,13379915,3.071920378,17840024,2.773285005,16105714,2.805365866,16292022,2395.717957,13913012252,3149.183036,18288723025,174.335451,1012444415,0.023936495,139010,0.245579902,1426193,55.22969523,320743693.6,17.69817753,102781281.1,631.4760842,3667265785,0.708640819,16993642.65,0.489014349,11726864.82
2018/11/8,37424,195179,16293450,1330005,11726725,1349551,13182040,3.0473249,17714380,2.757075408,16027133,2.789357712,16214793,2378.025561,13823681363,3117.255016,18120890198,171.7318943,998293301,0.023427979,136189,0.239598479,1392808,55.24018973,321116305,17.78442416,103382493.8,616.1822349,3581924020,0.650244399,16007493.58,0.470978928,11594397.7
2018/11/9,42488,184957,18184646,1383854,13265159,1404111,15230136,3.203290689,20000700,2.860534566,17860600,2.895324128,18077819,2564.16464,16010126048,3373.054413,21060670399,174.4415394,1089177735,0.026034635,162555,0.281455614,1757352,58.40250281,364653430.2,18.7065991,116800226.1,690.42192,4310855003,0.635004591,16809765.33,0.476267124,12607686.16
2018/11/10,41749,162510,18777594,1340898,13644042,1357401,15642347,3.353034156,20612640,3.000281417,18444107,3.037899073,18675360,2624.808992,16135905661,3469.809696,21330512847,183.0349432,1125199809,0.028686161,176347,0.287299191,1766160,60.01650356,368948995,19.56669664,120285465.4,710.6359483,4368605356,0.695900988,19415066.91,0.395806322,11042671.83
2018/11/11,41071,150790,18034180,1300498,13228836,1319594,15210209,3.330281864,19828012,2.977179655,17725693,3.014617087,17948590,2578.559448,15352366485,3427.004441,20403884102,182.1014719,1084205577,0.028929161,172240,0.289168159,1721665,59.80005924,356040821.9,19.6511136,116999861.3,715.90006,4262364436,0.655998639,18494707.37,0.377124912,10632361.85
2018/11/12,39811,179811,15984588,1326784,11569139,1344515,12960739,2.990901581,17356160,2.705594499,15700527,2.741527724,15909047,2340.635883,13582677263,3066.824549,17796739922,168.4056672,977255729,0.024333679,141208,0.234348489,1359921,54.88435384,318493137,17.67557464,102571112.2,603.8725049,3504263692,0.792842472,21214582.35,0.408956807,10942713.28
2018/11/13,38284,194641,15715638,1308698,11286677,1326519,12415933,2.966645975,16994740,2.696838706,15449121,2.729784255,15637853,2323.865214,13312503560,3032.887488,17374211394,169.9472236,973560345,0.022935431,131388,0.221574576,1269313,54.51383718,312288185.7,17.59466498,100792868.2,581.8405189,3333133924,0.60398241,14250900.34,0.454906009,10733458.61
2018/11/14,36547,186887,15859688,1315410,11384644,1333282,12492543,3.001796068,17142681,2.730949106,15595926,2.763265899,15780481,2352.200236,13432963925,3071.069508,17538288313,174.8120271,998317923,0.023473561,134053,0.221522769,1265074,55.131706,314846587.7,17.74983892,101365922.1,587.504356,3355124576,0.784790509,18408133.29,0.466203041,10935310.27
2018/11/15,38688,178014,16629283,1329606,11948652,1348391,13379726,3.077077489,18069796,2.784713683,16352922,2.817495231,16545428,2413.112103,14170732971,3170.563326,18618781201,176.2054874,1034747166,0.024467555,143683,0.239385368,1405764,56.05406865,329171296.1,17.94516209,105380972.5,630.7147078,3703802112,0.638435161,15753680.65,0.434657144,10725364.54
2018/11/16,46150,242047,18669723,1381545,13645641,1401505,16357752,3.281170747,20686433,2.90888161,18339303,2.944376866,18563086,2624.923261,16549062316,3487.378563,21986488530,178.5970059,1125980719,0.029796391,187854,0.302852732,1909362,59.08799924,372525550,18.70126505,117903789.9,754.4140662,4756270623,0.796778558,23989894.07,0.410302151,12353627.04
2018/11/17,42096,156608,19157841,1343806,13921715,1360166,16210328,3.409442771,21027994,3.051570674,18820791,3.08903321,19051844,2648.226452,16333135259,3522.482244,21725173429,187.3551162,1155526731,0.029761778,183558,0.289408884,1784951,60.35654823,372253537.9,19.60556992,120918822.9,738.8040371,4556629309,0.639877375,18579755.88,0.358493816,10409381.3
2018/11/18,41847,140965,18302260,1296223,13421475,1315153,15700697,3.371493622,20097578,3.018599299,17993964,3.056808797,18221732,2598.212891,15488027589,3475.325928,20716525589,187.1258165,1115462793,0.029914288,178320,0.287578776,1714266,60.29889198,359443564.4,19.68101102,117319116.8,742.5798665,4426541604,0.665545692,19028355.97,0.356458975,10191378.82
2018/11/19,40778,152881,16304962,1312986,11793323,1330285,13287112,3.043833981,17754294,2.747884747,16028060,2.781906923,16226507,2380.034372,13882435846,3127.706492,18243511619,167.221075,975379126,0.023813655,138902,0.244068274,1423619,55.68746104,324817832.2,17.97643158,104854224.4,627.3282974,3659125661,0.919748288,26301306.91,0.378709073,10829640.78
2018/11/20,38760,167615,16321446,1319062,11725162,1337344,13038851,3.035012657,17700470,2.752707391,16054040,2.78460367,16240062,2363.35997,13783330409,3103.362534,18099092703,169.6215243,989248165,0.023624288,137779,0.230415129,1343802,55.08401023,321254960.3,17.76517735,103608131,616.2750089,3594171933,0.661739201,16396809.5,0.43708794,10830320.59
2018/11/21,40724,162111,16600572,1334407,11911247,1352761,13278918,3.10545229,17994034,2.817982768,16328339,2.851188471,16520744,2431.437784,14088567485,3191.039389,18489954410,175.5336158,1017100749,0.024432653,141571,0.234136405,1356665,56.33222,326407810.3,18.03977009,104528489.3,631.9752341,3661876850,0.75716522,18508142.09,0.433215384,10589514.24
2018/11/22,39953,159500,16455289,1322550,11810820,1340271,13013804,3.056966771,17803105,2.778613756,16182038,2.811537213,16373777,2398.50652,13968376697,3133.619512,18249513774,172.3659901,1003821778,0.024288516,141451,0.22725803,1323501,55.91497185,325636550.7,18.0369166,105043052.2,606.59602,3532682376,0.699356186,17438533.91,0.421654499,10514007.65
2018/11/23,44831,156511,18271045,1369766,13329082,1387993,15241980,3.221982072,20042768,2.885061697,17946910,2.920309075,18166171,2580.338006,16051335752,3394.655332,21116904981,176.1907349,1096017900,0.027071843,168404,0.274896783,1710032,58.76142646,365533268.6,18.83400316,117159421.6,692.8826578,4310168726,0.75599938,21346456.69,0.410558587,11592563.87
2018/11/24,40799,147954,18479467,1314885,13441206,1330328,15199101,3.348373557,20151982,3.016731747,18156016,3.053276605,18375959,2608.970418,15701929315,3439.815887,20702322090,184.1989556,1108590178,0.028441428,171173,0.268212571,1614221,60.10033844,361710220.8,19.68253888,118458159.6,689.3310827,4148697072,0.722750159,20339134.82,0.329650827,9276805.46
2018/11/25,44786,135443,17627796,1262449,13008961,1281327,15379947,3.322969762,19381158,2.971890693,17333496,3.00934988,17551976,2574.634095,15016504442,3430.965888,20011043355,185.4922319,1081879918,0.032712666,190796,0.281500446,1641846,59.62018935,347733621.6,19.54938514,114021417.4,729.2686473,4253445529,0.678932437,18730805.62,0.325655223,8984376.56
2018/11/26,42603,158479,15857771,1299172,11510981,1316462,13086837,3.019697235,17237993,2.731341783,15591911,2.764897083,15783462,2358.203811,13461846546,3092.285407,17652363813,169.6885412,968669922,0.025754325,147019,0.234755366,1340105,54.99988917,313967802.3,17.80349103,101631531.2,612.1062647,3494219018,0.797251207,21853631.43,0.340124216,9323221.06
2018/11/27,40718,169483,15842666,1295205,11407743,1313282,12697603,3.016978733,17157371,2.740785111,15586675,2.772580957,15767496,2358.467353,13412457612,3087.147939,17556418928,170.3294845,968653218,0.024992008,142128,0.224274821,1275437,55.01058232,312841771,17.76363671,101020700.6,602.9982732,3429213794,0.707050703,17128470.15,0.385334147,9334810.64
